 1       7.7
 2      8.7
 3      5.9
 4      4.9
 5      2.8
 6      5.2
 7      6.2
 8      7.4
 9      5.3
 10     6.6
 11     8.5
 12     9.6
 13     10.8
 14     9.1
 15     8.2
 16     3.5
 17     3.8
 18     5.3
 19     4.9
 20     10.6
 21     7.9
 22     6
 23     3.6
 24     2.4
